,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,track_name,artist_name
0,0.384,0.264,10,-9.443999999999999,1,0.0321,0.657,0.0,0.259,0.175,129.877,audio_features,3K2YwQn30cfQBWM39XcrXV,spotify:track:3K2YwQn30cfQBWM39XcrXV,https://api.spotify.com/v1/tracks/3K2YwQn30cfQBWM39XcrXV,https://api.spotify.com/v1/audio-analysis/3K2YwQn30cfQBWM39XcrXV,285067,3,39,Move Together - The Dark Of The Morning Version,James Bay
1,0.516,0.529,8,-6.857,0,0.0252,0.0898,0.0008210000000000001,0.0794,0.16899999999999998,134.987,audio_features,4mKjZaJd7w1UEeGOqHCcof,spotify:track:4mKjZaJd7w1UEeGOqHCcof,https://api.spotify.com/v1/tracks/4mKjZaJd7w1UEeGOqHCcof,https://api.spotify.com/v1/audio-analysis/4mKjZaJd7w1UEeGOqHCcof,242960,4,0,True Love,WE ARE TWIN
2,0.475,0.634,9,-7.626,0,0.0303,0.174,0.00137,0.114,0.474,107.587,audio_features,7GIPA6NeNggNN4C1t4XKtf,spotify:track:7GIPA6NeNggNN4C1t4XKtf,https://api.spotify.com/v1/tracks/7GIPA6NeNggNN4C1t4XKtf,https://api.spotify.com/v1/audio-analysis/7GIPA6NeNggNN4C1t4XKtf,210827,4,0,Girl That I Love,Falls
3,0.524,0.18899999999999997,1,-10.057,1,0.0311,0.9890000000000001,0.0926,0.13,0.0936,123.654,audio_features,5n0zsZHAP1lUwc9cGuwxhr,spotify:track:5n0zsZHAP1lUwc9cGuwxhr,https://api.spotify.com/v1/tracks/5n0zsZHAP1lUwc9cGuwxhr,https://api.spotify.com/v1/audio-analysis/5n0zsZHAP1lUwc9cGuwxhr,212573,3,38,Somebody To Love,Valerie June
4,0.512,0.304,0,-9.19,1,0.0318,0.295,0.0006219999999999999,0.11800000000000001,0.172,126.07799999999999,audio_features,0ZPfDxZn5O0L84wvPSN2iG,spotify:track:0ZPfDxZn5O0L84wvPSN2iG,https://api.spotify.com/v1/tracks/0ZPfDxZn5O0L84wvPSN2iG,https://api.spotify.com/v1/audio-analysis/0ZPfDxZn5O0L84wvPSN2iG,154435,5,62,How Long Will I Love You - Bonus Track,Ellie Goulding
5,0.527,0.413,1,-6.54,1,0.0331,0.0834,0.0,0.106,0.14400000000000002,148.77700000000002,audio_features,6z4VbB0iJuCb5Sa4JyToA3,spotify:track:6z4VbB0iJuCb5Sa4JyToA3,https://api.spotify.com/v1/tracks/6z4VbB0iJuCb5Sa4JyToA3,https://api.spotify.com/v1/audio-analysis/6z4VbB0iJuCb5Sa4JyToA3,238333,3,43,A Song About Love,Jake Bugg
6,0.5720000000000001,0.8190000000000001,10,-4.765,1,0.0435,0.000621,0.00323,0.165,0.608,110.52,audio_features,74C6JDICrKQe13l4vGSBny,spotify:track:74C6JDICrKQe13l4vGSBny,https://api.spotify.com/v1/tracks/74C6JDICrKQe13l4vGSBny,https://api.spotify.com/v1/audio-analysis/74C6JDICrKQe13l4vGSBny,161987,4,21,Little Games,The Colourist
7,0.337,0.8590000000000001,2,-3.1889999999999996,0,0.106,0.0484,0.0,0.203,0.265,188.049,audio_features,5imUTBF35uIoABlV9g9da2,spotify:track:5imUTBF35uIoABlV9g9da2,https://api.spotify.com/v1/tracks/5imUTBF35uIoABlV9g9da2,https://api.spotify.com/v1/audio-analysis/5imUTBF35uIoABlV9g9da2,223227,4,53,Fall In Love,Phantogram
8,0.462,0.42700000000000005,9,-13.333,1,0.0792,0.893,0.10099999999999999,0.37,0.47600000000000003,101.675,audio_features,4BAWCedKFfdwxPFmFv4DMG,spotify:track:4BAWCedKFfdwxPFmFv4DMG,https://api.spotify.com/v1/tracks/4BAWCedKFfdwxPFmFv4DMG,https://api.spotify.com/v1/audio-analysis/4BAWCedKFfdwxPFmFv4DMG,159320,3,63,Toothpaste Kisses,The Maccabees
9,0.6509999999999999,0.716,7,-8.267999999999999,1,0.0325,0.39,7.55e-06,0.0744,0.861,107.946,audio_features,2Zif5DSq7uTjKZlg9Z9Oeg,spotify:track:2Zif5DSq7uTjKZlg9Z9Oeg,https://api.spotify.com/v1/tracks/2Zif5DSq7uTjKZlg9Z9Oeg,https://api.spotify.com/v1/audio-analysis/2Zif5DSq7uTjKZlg9Z9Oeg,223373,4,2,Lover,Devendra Banhart
10,0.5589999999999999,0.897,0,-4.737,0,0.0678,0.00193,0.00818,0.207,0.757,89.992,audio_features,0RDobfQ4AtlQ4EBKkiQkln,spotify:track:0RDobfQ4AtlQ4EBKkiQkln,https://api.spotify.com/v1/tracks/0RDobfQ4AtlQ4EBKkiQkln,https://api.spotify.com/v1/audio-analysis/0RDobfQ4AtlQ4EBKkiQkln,238834,4,34,Overdose,Little Daylight
11,0.496,0.42200000000000004,10,-7.999,0,0.0235,0.708,0.0,0.136,0.299,80.007,audio_features,0fdELXwRhvTOal73I3VUmB,spotify:track:0fdELXwRhvTOal73I3VUmB,https://api.spotify.com/v1/tracks/0fdELXwRhvTOal73I3VUmB,https://api.spotify.com/v1/audio-analysis/0fdELXwRhvTOal73I3VUmB,206080,4,0,Down By The Water,The Drums
12,0.679,0.706,5,-9.112,1,0.0288,0.192,0.000377,0.172,0.7340000000000001,114.162,audio_features,0TRDfj90N54VO9yS0YHeSG,spotify:track:0TRDfj90N54VO9yS0YHeSG,https://api.spotify.com/v1/tracks/0TRDfj90N54VO9yS0YHeSG,https://api.spotify.com/v1/audio-analysis/0TRDfj90N54VO9yS0YHeSG,213080,4,30,Someone Will,Dawes
13,0.486,0.33299999999999996,0,-11.747,1,0.0259,0.16,0.0,0.0992,0.242,110.414,audio_features,2OegsP7cm3seAMsaK40dai,spotify:track:2OegsP7cm3seAMsaK40dai,https://api.spotify.com/v1/tracks/2OegsP7cm3seAMsaK40dai,https://api.spotify.com/v1/audio-analysis/2OegsP7cm3seAMsaK40dai,262173,3,0,We Found Each Other In The Dark,City and Colour
14,0.599,0.39799999999999996,7,-12.686,1,0.0325,0.8959999999999999,0.00727,0.113,0.547,110.26700000000001,audio_features,7ezIvqmMLFBRynTIEWRvgo,spotify:track:7ezIvqmMLFBRynTIEWRvgo,https://api.spotify.com/v1/tracks/7ezIvqmMLFBRynTIEWRvgo,https://api.spotify.com/v1/audio-analysis/7ezIvqmMLFBRynTIEWRvgo,193867,4,15,Hands,Fences
15,0.335,0.49200000000000005,8,-5.401,1,0.0351,0.524,1.26e-05,0.24600000000000002,0.612,150.57299999999998,audio_features,5c2SeFjU6zP0E9YYIGlOQO,spotify:track:5c2SeFjU6zP0E9YYIGlOQO,https://api.spotify.com/v1/tracks/5c2SeFjU6zP0E9YYIGlOQO,https://api.spotify.com/v1/audio-analysis/5c2SeFjU6zP0E9YYIGlOQO,135093,4,0,Hey Boy,Magic Kids
16,0.39899999999999997,0.8140000000000001,1,-7.357,1,0.0612,0.0221,0.00955,0.048,0.33,123.265,audio_features,7ftBAPKuxOv5RH1glzAixV,spotify:track:7ftBAPKuxOv5RH1glzAixV,https://api.spotify.com/v1/tracks/7ftBAPKuxOv5RH1glzAixV,https://api.spotify.com/v1/audio-analysis/7ftBAPKuxOv5RH1glzAixV,307560,4,0,Saw You First,GIVERS
17,0.42,0.396,1,-9.805,1,0.0287,0.821,0.0006519999999999999,0.203,0.207,118.044,audio_features,4ZuUizTUKcSdJvFdziP6IV,spotify:track:4ZuUizTUKcSdJvFdziP6IV,https://api.spotify.com/v1/tracks/4ZuUizTUKcSdJvFdziP6IV,https://api.spotify.com/v1/audio-analysis/4ZuUizTUKcSdJvFdziP6IV,231547,3,0,Hysteric - acoustic,Yeah Yeah Yeahs
18,0.488,0.6970000000000001,6,-5.602,1,0.0271,4.07e-05,0.0857,0.0855,0.142,88.975,audio_features,6Rub0yVzyuMF8XlPWa5XlG,spotify:track:6Rub0yVzyuMF8XlPWa5XlG,https://api.spotify.com/v1/tracks/6Rub0yVzyuMF8XlPWa5XlG,https://api.spotify.com/v1/audio-analysis/6Rub0yVzyuMF8XlPWa5XlG,272053,4,0,Hearts Like Ours,The Naked And Famous
19,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,audio_features,7jqzZyJJLrpkRFYGpkqSK6,spotify:track:7jqzZyJJLrpkRFYGpkqSK6,https://api.spotify.com/v1/tracks/7jqzZyJJLrpkRFYGpkqSK6,https://api.spotify.com/v1/audio-analysis/7jqzZyJJLrpkRFYGpkqSK6,272800,4,68,Breathe Me,Sia
20,0.402,0.539,0,-11.062000000000001,1,0.043,0.88,0.0065,0.11699999999999999,0.371,146.526,audio_features,1vyrrrnb7182SL6iOMor3O,spotify:track:1vyrrrnb7182SL6iOMor3O,https://api.spotify.com/v1/tracks/1vyrrrnb7182SL6iOMor3O,https://api.spotify.com/v1/audio-analysis/1vyrrrnb7182SL6iOMor3O,253013,4,0,Youth,Daughter
21,0.42200000000000004,0.506,9,-6.68,1,0.0292,0.0592,0.162,0.221,0.11699999999999999,76.467,audio_features,0zDbbJ71fcLI9E8dmlgffZ,spotify:track:0zDbbJ71fcLI9E8dmlgffZ,https://api.spotify.com/v1/tracks/0zDbbJ71fcLI9E8dmlgffZ,https://api.spotify.com/v1/audio-analysis/0zDbbJ71fcLI9E8dmlgffZ,215413,4,40,Bill Murray,Phantogram
22,0.389,0.634,4,-6.362,0,0.13699999999999998,0.017,0.0,0.10099999999999999,0.27,169.53900000000002,audio_features,1285n66OGGUB3Bnh6c18nS,spotify:track:1285n66OGGUB3Bnh6c18nS,https://api.spotify.com/v1/tracks/1285n66OGGUB3Bnh6c18nS,https://api.spotify.com/v1/audio-analysis/1285n66OGGUB3Bnh6c18nS,191808,4,56,Bridges,Broods
23,0.667,0.5710000000000001,10,-6.928,0,0.0258,0.7340000000000001,0.00645,0.109,0.41600000000000004,110.90799999999999,audio_features,5CDnxbCUSHBJA7sJOWF0rW,spotify:track:5CDnxbCUSHBJA7sJOWF0rW,https://api.spotify.com/v1/tracks/5CDnxbCUSHBJA7sJOWF0rW,https://api.spotify.com/v1/audio-analysis/5CDnxbCUSHBJA7sJOWF0rW,213493,4,0,Home,Falls
24,0.29100000000000004,0.897,2,-2.32,0,0.0542,0.0276,0.65,0.11599999999999999,0.555,150.185,audio_features,6vTtMyCg96xwpoIBws9K0Q,spotify:track:6vTtMyCg96xwpoIBws9K0Q,https://api.spotify.com/v1/tracks/6vTtMyCg96xwpoIBws9K0Q,https://api.spotify.com/v1/audio-analysis/6vTtMyCg96xwpoIBws9K0Q,192960,4,0,Feels Like We Only Go Backwards,Tame Impala
25,0.682,0.742,5,-5.079,0,0.0281,0.0162,1.6100000000000002e-05,0.10400000000000001,0.40299999999999997,115.08,audio_features,46522AjQZYfeDsBCzQxdyS,spotify:track:46522AjQZYfeDsBCzQxdyS,https://api.spotify.com/v1/tracks/46522AjQZYfeDsBCzQxdyS,https://api.spotify.com/v1/audio-analysis/46522AjQZYfeDsBCzQxdyS,203907,4,20,Think of You,MS MR
26,0.716,0.301,6,-12.081,1,0.0365,0.7020000000000001,0.145,0.0885,0.32899999999999996,129.997,audio_features,6QHGyXR0m3PDStlyHN8dYK,spotify:track:6QHGyXR0m3PDStlyHN8dYK,https://api.spotify.com/v1/tracks/6QHGyXR0m3PDStlyHN8dYK,https://api.spotify.com/v1/audio-analysis/6QHGyXR0m3PDStlyHN8dYK,266907,4,0,Stay Alive,José González
27,0.431,0.639,11,-9.07,0,0.034,0.254,0.35200000000000004,0.0856,0.428,85.404,audio_features,7fQFSu5m50PFFm6CdYKSHF,spotify:track:7fQFSu5m50PFFm6CdYKSHF,https://api.spotify.com/v1/tracks/7fQFSu5m50PFFm6CdYKSHF,https://api.spotify.com/v1/audio-analysis/7fQFSu5m50PFFm6CdYKSHF,291758,4,14,Love Is to Die,Warpaint
28,0.782,0.622,2,-5.832000000000001,1,0.0411,0.28800000000000003,0.53,0.58,0.9209999999999999,106.022,audio_features,35U4PXL3W3XIkAjEUdhr36,spotify:track:35U4PXL3W3XIkAjEUdhr36,https://api.spotify.com/v1/tracks/35U4PXL3W3XIkAjEUdhr36,https://api.spotify.com/v1/audio-analysis/35U4PXL3W3XIkAjEUdhr36,368784,4,67,Harvest Moon,Poolside
29,0.366,0.7140000000000001,1,-5.087,0,0.0626,0.185,1.0199999999999999e-05,0.14400000000000002,0.434,201.23,audio_features,7gqIu1VejwZG3GasjUxeG6,spotify:track:7gqIu1VejwZG3GasjUxeG6,https://api.spotify.com/v1/tracks/7gqIu1VejwZG3GasjUxeG6,https://api.spotify.com/v1/audio-analysis/7gqIu1VejwZG3GasjUxeG6,177560,4,37,Me And You,Jake Bugg
30,0.6779999999999999,0.595,7,-7.94,1,0.0304,0.0024,0.659,0.107,0.5329999999999999,124.958,audio_features,6KJ9Z8C08YAh81pq4s8nN8,spotify:track:6KJ9Z8C08YAh81pq4s8nN8,https://api.spotify.com/v1/tracks/6KJ9Z8C08YAh81pq4s8nN8,https://api.spotify.com/v1/audio-analysis/6KJ9Z8C08YAh81pq4s8nN8,240814,4,9,Rockets and Jets,Hospitality
31,0.496,0.35200000000000004,0,-10.28,1,0.0357,0.917,0.0374,0.11800000000000001,0.102,140.01,audio_features,6MMojjMFcyv3btdSXFGeYc,spotify:track:6MMojjMFcyv3btdSXFGeYc,https://api.spotify.com/v1/tracks/6MMojjMFcyv3btdSXFGeYc,https://api.spotify.com/v1/audio-analysis/6MMojjMFcyv3btdSXFGeYc,262533,4,54,Byegone,Volcano Choir
32,0.379,0.29,4,-8.485,1,0.051,0.9520000000000001,0.00106,0.11800000000000001,0.16899999999999998,166.467,audio_features,4RL77hMWUq35NYnPLXBpih,spotify:track:4RL77hMWUq35NYnPLXBpih,https://api.spotify.com/v1/tracks/4RL77hMWUq35NYnPLXBpih,https://api.spotify.com/v1/audio-analysis/4RL77hMWUq35NYnPLXBpih,201080,4,76,Skinny Love,Birdy
33,0.452,0.716,1,-5.141,1,0.0313,0.0347,7.85e-06,0.294,0.317,174.037,audio_features,3PvzvltQZLIKk9YgoMP3Yq,spotify:track:3PvzvltQZLIKk9YgoMP3Yq,https://api.spotify.com/v1/tracks/3PvzvltQZLIKk9YgoMP3Yq,https://api.spotify.com/v1/audio-analysis/3PvzvltQZLIKk9YgoMP3Yq,190160,4,0,The Mother We Share,CHVRCHES
34,0.24100000000000002,0.36700000000000005,7,-9.814,1,0.042,0.804,8.98e-05,0.0836,0.156,81.561,audio_features,15IWqq4MaJ09ZQZgzcbn4p,spotify:track:15IWqq4MaJ09ZQZgzcbn4p,https://api.spotify.com/v1/tracks/15IWqq4MaJ09ZQZgzcbn4p,https://api.spotify.com/v1/audio-analysis/15IWqq4MaJ09ZQZgzcbn4p,238787,4,46,Love Love Love,Of Monsters and Men
35,0.489,0.535,7,-10.34,1,0.0933,0.539,0.0266,0.166,0.04,175.921,audio_features,02ZorlDGq0uTnMobHNh4EL,spotify:track:02ZorlDGq0uTnMobHNh4EL,https://api.spotify.com/v1/tracks/02ZorlDGq0uTnMobHNh4EL,https://api.spotify.com/v1/audio-analysis/02ZorlDGq0uTnMobHNh4EL,221409,4,60,Bravado,Lorde
36,0.747,0.83,9,-5.426,1,0.0899,0.0214,0.00023999999999999998,0.0639,0.64,123.988,audio_features,1kxyZ2SpflM1ogD0B5hgfX,spotify:track:1kxyZ2SpflM1ogD0B5hgfX,https://api.spotify.com/v1/tracks/1kxyZ2SpflM1ogD0B5hgfX,https://api.spotify.com/v1/audio-analysis/1kxyZ2SpflM1ogD0B5hgfX,223203,4,58,Can't Believe It (feat. Pitbull),Flo Rida
37,0.797,0.821,9,-4.387,1,0.0692,0.311,9.19e-06,0.0952,0.5670000000000001,97.476,audio_features,4MJlgdrGLaayCTPtdn0kII,spotify:track:4MJlgdrGLaayCTPtdn0kII,https://api.spotify.com/v1/tracks/4MJlgdrGLaayCTPtdn0kII,https://api.spotify.com/v1/audio-analysis/4MJlgdrGLaayCTPtdn0kII,227307,4,0,Do What U Want,Lady Gaga
38,0.938,0.735,7,-6.382000000000001,1,0.0434,0.00952,0.0,0.0998,0.55,103.7,audio_features,2jFlMILIQzs7lSFudG9lbo,spotify:track:2jFlMILIQzs7lSFudG9lbo,https://api.spotify.com/v1/tracks/2jFlMILIQzs7lSFudG9lbo,https://api.spotify.com/v1/audio-analysis/2jFlMILIQzs7lSFudG9lbo,229360,4,0,Beep,The Pussycat Dolls
39,0.531,0.6829999999999999,1,-4.093,0,0.33299999999999996,0.135,0.00265,0.22,0.212,84.81700000000001,audio_features,6bzwoiUt0s1KDOedyy4OtQ,spotify:track:6bzwoiUt0s1KDOedyy4OtQ,https://api.spotify.com/v1/tracks/6bzwoiUt0s1KDOedyy4OtQ,https://api.spotify.com/v1/audio-analysis/6bzwoiUt0s1KDOedyy4OtQ,218747,4,58,High School,Nicki Minaj
40,0.8029999999999999,0.79,1,-4.353,1,0.125,0.00863,0.0,0.0441,0.7120000000000001,94.98200000000001,audio_features,2i8hWheuwDUwyPrZynCLEF,spotify:track:2i8hWheuwDUwyPrZynCLEF,https://api.spotify.com/v1/tracks/2i8hWheuwDUwyPrZynCLEF,https://api.spotify.com/v1/audio-analysis/2i8hWheuwDUwyPrZynCLEF,167813,4,0,Strip,Chris Brown
41,0.608,0.863,11,-4.87,1,0.131,0.0593,0.0,0.228,0.47600000000000003,150.029,audio_features,25CA8QVJQrh5R05UUCaODM,spotify:track:25CA8QVJQrh5R05UUCaODM,https://api.spotify.com/v1/tracks/25CA8QVJQrh5R05UUCaODM,https://api.spotify.com/v1/audio-analysis/25CA8QVJQrh5R05UUCaODM,233147,4,56,Heart Attack,Trey Songz
42,0.517,0.8109999999999999,5,-4.526,0,0.28600000000000003,0.18600000000000003,0.0,0.105,0.494,168.269,audio_features,1hWYT0w2R0J19rlVkiez7X,spotify:track:1hWYT0w2R0J19rlVkiez7X,https://api.spotify.com/v1/tracks/1hWYT0w2R0J19rlVkiez7X,https://api.spotify.com/v1/audio-analysis/1hWYT0w2R0J19rlVkiez7X,250320,4,71,Battle Scars,Lupe Fiasco
43,0.7440000000000001,0.672,9,-5.5889999999999995,0,0.0418,0.187,0.000123,0.105,0.266,140.889,audio_features,6rbhWExtuchhpLC5fHnB8n,spotify:track:6rbhWExtuchhpLC5fHnB8n,https://api.spotify.com/v1/tracks/6rbhWExtuchhpLC5fHnB8n,https://api.spotify.com/v1/audio-analysis/6rbhWExtuchhpLC5fHnB8n,230560,4,63,Motivation,Kelly Rowland
44,0.622,0.469,3,-6.797999999999999,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.01899999999999,audio_features,72jCZdH0Lhg93z6Z4hBjgj,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,https://api.spotify.com/v1/tracks/72jCZdH0Lhg93z6Z4hBjgj,https://api.spotify.com/v1/audio-analysis/72jCZdH0Lhg93z6Z4hBjgj,217973,4,68,I Knew You Were Trouble.,Taylor Swift
45,0.537,0.674,5,-5.1339999999999995,0,0.0277,0.0088,0.0,0.265,0.33,136.002,audio_features,6U5pgPq1bsJ6UBeakd4mfQ,spotify:track:6U5pgPq1bsJ6UBeakd4mfQ,https://api.spotify.com/v1/tracks/6U5pgPq1bsJ6UBeakd4mfQ,https://api.spotify.com/v1/audio-analysis/6U5pgPq1bsJ6UBeakd4mfQ,214107,4,0,What Hurts The Most,Rascal Flatts
46,0.434,0.7020000000000001,9,-4.681,1,0.0305,0.00346,0.0,0.23199999999999998,0.15,159.94,audio_features,5L441bJlqd4wSogIp1WFj0,spotify:track:5L441bJlqd4wSogIp1WFj0,https://api.spotify.com/v1/tracks/5L441bJlqd4wSogIp1WFj0,https://api.spotify.com/v1/audio-analysis/5L441bJlqd4wSogIp1WFj0,233067,4,51,We'll Be A Dream (feat. Demi Lovato),We The Kings
47,0.794,0.8109999999999999,6,-8.966000000000001,0,0.038,0.0426,1.07e-06,0.10099999999999999,0.862,116.04700000000001,audio_features,2Foc5Q5nqNiosCNqttzHof,spotify:track:2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/audio-analysis/2Foc5Q5nqNiosCNqttzHof,248413,4,81,Get Lucky - Radio Edit,Daft Punk
48,0.9079999999999999,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,audio_features,7lQ8MOhq6IN2w8EYcFNSUk,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,290320,4,84,Without Me,Eminem
49,0.8540000000000001,0.9540000000000001,0,-1.185,0,0.24600000000000002,0.5429999999999999,0.0,0.201,0.67,114.609,audio_features,4hEl2wrneFEJbJ6SDYWd2f,spotify:track:4hEl2wrneFEJbJ6SDYWd2f,https://api.spotify.com/v1/tracks/4hEl2wrneFEJbJ6SDYWd2f,https://api.spotify.com/v1/audio-analysis/4hEl2wrneFEJbJ6SDYWd2f,248133,5,0,Not Afraid,Eminem
50,0.735,0.932,11,-2.86,1,0.22399999999999998,0.128,0.0,0.175,0.318,129.583,audio_features,52JyHLUiugFECIYBWM2qdh,spotify:track:52JyHLUiugFECIYBWM2qdh,https://api.spotify.com/v1/tracks/52JyHLUiugFECIYBWM2qdh,https://api.spotify.com/v1/audio-analysis/52JyHLUiugFECIYBWM2qdh,299507,4,0,No Love,Eminem
51,0.9640000000000001,0.642,1,-5.831,0,0.109,0.0543,3.68e-05,0.158,0.547,107.006,audio_features,6KqKg8IPuvtDB3PNAvffFf,spotify:track:6KqKg8IPuvtDB3PNAvffFf,https://api.spotify.com/v1/tracks/6KqKg8IPuvtDB3PNAvffFf,https://api.spotify.com/v1/audio-analysis/6KqKg8IPuvtDB3PNAvffFf,274440,4,0,Shake That,Eminem
52,0.424,0.866,7,-6.171,1,0.2,0.000859,0.000139,0.0869,0.426,190.27599999999998,audio_features,0D5ER6UGojHVHVVJV0QdY8,spotify:track:0D5ER6UGojHVHVVJV0QdY8,https://api.spotify.com/v1/tracks/0D5ER6UGojHVHVVJV0QdY8,https://api.spotify.com/v1/audio-analysis/0D5ER6UGojHVHVVJV0QdY8,234243,4,0,Kush - Main,Dr. Dre
53,0.5870000000000001,0.9309999999999999,3,-4.426,1,0.467,0.10300000000000001,1.16e-06,0.34600000000000003,0.445,155.964,audio_features,1aUT4xl8iiYNr6emik4qTB,spotify:track:1aUT4xl8iiYNr6emik4qTB,https://api.spotify.com/v1/tracks/1aUT4xl8iiYNr6emik4qTB,https://api.spotify.com/v1/audio-analysis/1aUT4xl8iiYNr6emik4qTB,283733,4,0,I Need A Doctor,Dr. Dre
54,0.6579999999999999,0.621,1,-5.725,1,0.231,0.0667,2.46e-06,0.142,0.8170000000000001,91.26700000000001,audio_features,29LHe8kG3PraghUZOZYsw4,spotify:track:29LHe8kG3PraghUZOZYsw4,https://api.spotify.com/v1/tracks/29LHe8kG3PraghUZOZYsw4,https://api.spotify.com/v1/audio-analysis/29LHe8kG3PraghUZOZYsw4,246707,4,60,Baby Boy (feat. Beyonce),Sean Paul
55,0.855,0.674,7,-4.328,1,0.314,0.165,0.0,0.0548,0.578,95.991,audio_features,6YB6CK4Tsb0BgtxCEL9KlI,spotify:track:6YB6CK4Tsb0BgtxCEL9KlI,https://api.spotify.com/v1/tracks/6YB6CK4Tsb0BgtxCEL9KlI,https://api.spotify.com/v1/audio-analysis/6YB6CK4Tsb0BgtxCEL9KlI,242253,4,58,Give It Up To Me,Sean Paul
56,0.887,0.701,4,-5.892,0,0.0873,0.106,0.00948,0.0466,0.965,110.00200000000001,audio_features,48NXpYRuvv9izul4oXhqS9,spotify:track:48NXpYRuvv9izul4oXhqS9,https://api.spotify.com/v1/tracks/48NXpYRuvv9izul4oXhqS9,https://api.spotify.com/v1/audio-analysis/48NXpYRuvv9izul4oXhqS9,315293,4,75,Salio El Sol,Don Omar
57,0.8059999999999999,0.804,6,-4.84,0,0.146,0.0615,0.0,0.115,0.7659999999999999,88.01799999999999,audio_features,4oROqjxNSBrVxrcSaW77Mc,spotify:track:4oROqjxNSBrVxrcSaW77Mc,https://api.spotify.com/v1/tracks/4oROqjxNSBrVxrcSaW77Mc,https://api.spotify.com/v1/audio-analysis/4oROqjxNSBrVxrcSaW77Mc,190311,4,58,Perros Salvajes,Daddy Yankee
58,0.7290000000000001,0.8759999999999999,6,-3.818,0,0.0679,0.11,0.000715,0.301,0.674,92.993,audio_features,6QjEVK9HXDWHoqFzHWn7Mk,spotify:track:6QjEVK9HXDWHoqFzHWn7Mk,https://api.spotify.com/v1/tracks/6QjEVK9HXDWHoqFzHWn7Mk,https://api.spotify.com/v1/audio-analysis/6QjEVK9HXDWHoqFzHWn7Mk,172907,4,61,Descontrol,Daddy Yankee
59,0.8059999999999999,0.887,6,-3.51,1,0.0909,0.0407,2.0300000000000002e-05,0.364,0.44299999999999995,117.031,audio_features,5BB5zjzCzo9M3uOKzhiXZB,spotify:track:5BB5zjzCzo9M3uOKzhiXZB,https://api.spotify.com/v1/tracks/5BB5zjzCzo9M3uOKzhiXZB,https://api.spotify.com/v1/audio-analysis/5BB5zjzCzo9M3uOKzhiXZB,217227,4,67,Pose,Daddy Yankee
60,0.6990000000000001,0.91,4,-4.405,0,0.036000000000000004,0.217,2.66e-06,0.146,0.792,97.971,audio_features,3bkBVEmRJuJZNh5iVgJkWm,spotify:track:3bkBVEmRJuJZNh5iVgJkWm,https://api.spotify.com/v1/tracks/3bkBVEmRJuJZNh5iVgJkWm,https://api.spotify.com/v1/audio-analysis/3bkBVEmRJuJZNh5iVgJkWm,239920,4,71,Llamado de Emergencia,Daddy Yankee
61,0.868,0.912,6,-3.585,0,0.0581,0.13699999999999998,3.83e-06,0.16899999999999998,0.857,95.01799999999999,audio_features,2jV87TWRKVn1S976k6ZrRD,spotify:track:2jV87TWRKVn1S976k6ZrRD,https://api.spotify.com/v1/tracks/2jV87TWRKVn1S976k6ZrRD,https://api.spotify.com/v1/audio-analysis/2jV87TWRKVn1S976k6ZrRD,172440,4,30,Quiero Saber,Ivy Queen
62,0.878,0.894,6,-5.834,1,0.12300000000000001,0.184,0.0,0.105,0.682,119.927,audio_features,2Jz1X6ZB0gkkCVgmeVGVGp,spotify:track:2Jz1X6ZB0gkkCVgmeVGVGp,https://api.spotify.com/v1/tracks/2Jz1X6ZB0gkkCVgmeVGVGp,https://api.spotify.com/v1/audio-analysis/2Jz1X6ZB0gkkCVgmeVGVGp,202867,4,69,Na De Na,Angel Y Khriz
63,0.627,0.768,11,-5.296,0,0.0325,0.0029100000000000003,0.0,0.0598,0.237,127.95299999999999,audio_features,2FqoR7diymD1Eh7cVb3DMg,spotify:track:2FqoR7diymD1Eh7cVb3DMg,https://api.spotify.com/v1/tracks/2FqoR7diymD1Eh7cVb3DMg,https://api.spotify.com/v1/audio-analysis/2FqoR7diymD1Eh7cVb3DMg,274947,4,72,Algo Me Gusta De Ti,Wisin & Yandel
64,0.872,0.7859999999999999,1,-5.473,1,0.142,0.0348,0.0,0.0776,0.722,96.00200000000001,audio_features,1kQqiC1rS1FiuVpeBKN0QN,spotify:track:1kQqiC1rS1FiuVpeBKN0QN,https://api.spotify.com/v1/tracks/1kQqiC1rS1FiuVpeBKN0QN,https://api.spotify.com/v1/audio-analysis/1kQqiC1rS1FiuVpeBKN0QN,172680,4,1,Rakata,Wisin & Yandel
